CALENDAR_YEAR,YEAR_LEVEL,DOMAIN,STATE,SUBGROUP,ENROLLED_STUDENTS,MEAN,MEAN_CI,MEAN_SD,NMS,NMS_CI,GAIN,GAIN_CI,EXEMPT,ABSENT,ASSESSED,WITHDRAWN,NONATTEMPT,PARTICIPATION_RATE,PARTICIPATION_NUMBER,NOT_STATED,AVERAGE_AGE,YEARS_OF_SCHOOLING,BANDCOL1,BANDCOL2,BANDCOL3,BANDCOL4,BANDCOL5,BANDCOL6,PCTL05,PCTL20,PCTL80,PCTL95,TREND,TREND_VALUE,NOD_MEAN_PREV,NOD_NMS_PREV,NOD_MEAN_BASE,NOD_NMS_BASE
2013,7,Reading,AUS,All,278540,540.6,1.3,66.3,94.2,0.3,52.5,6.1,1.6,3.2,93.9,1.3,,95.5,266124,,12yrs 6mths,7yrs 2mths,4.2,12.7,25.6,30,18.3,7.7,431.2,484.9,595.7,648.8,Flat,542.2,Close to,Close to,Close to,Close to
2013,7,Spelling,AUS,All,278540,549.3,1.2,70.8,93.7,0.3,65.2,4.8,1.6,2.9,94.2,1.3,,95.8,266939,,12yrs 6mths,7yrs 2mths,4.7,10.2,21.8,30,21.3,10.4,427.9,492.8,606.9,661.2,Increasing,543.7,Close to,Close to,Close to,Close to
2013,7,Writing,AUS,All,278540,517,1.4,76.2,89.3,0.4,34.4,7.5,1.6,3.1,94,1.3,,95.6,266287,,12yrs 6mths,7yrs 2mths,9.1,17.1,29.9,24.6,12.4,5.2,394.4,463.9,576.5,635.7,U-shaped,516.6,Close to,Close to,Close to,Close to
2013,9,Grammar and Punctuation,AUS,All,280973,573.1,1.9,77.6,87.9,0.5,40.7,7.9,1.6,5.7,91,1.7,,92.6,260298,,14yrs 6mths,9yrs 2mths,10.5,18,25.2,23.5,14.1,7.1,447.1,508.6,638.2,700.5,Flat,573,Close to,Close to,Close to,Close to
2013,9,Numeracy,AUS,All,280973,583.6,2.2,82.2,90.6,0.4,39,5.2,1.6,6.9,89.8,1.8,,91.4,256732,,14yrs 6mths,9yrs 2mths,7.8,18.3,25.5,22.2,13.6,10.9,462.2,515,649.2,730.7,Flat,587,Close to,Below,Close to,Below
2013,9,Reading,AUS,All,280973,580.2,1.4,63.4,93.4,0.3,40,5.4,1.6,6.2,90.4,1.7,,92.1,258658,,14yrs 6mths,9yrs 2mths,5,16.4,29,28.2,15.3,4.5,477.2,526.6,634.4,683.8,Flat,578.9,Close to,Close to,Close to,Close to
2013,9,Spelling,AUS,All,280973,582.7,1.3,66.7,92.2,0.3,45,4.5,1.6,5.7,91,1.7,,92.6,260298,,14yrs 6mths,9yrs 2mths,6.2,13.5,28.1,29.4,15.7,5.4,468.8,530.1,637.1,689.2,Dome shaped,581.4,Close to,Close to,Close to,Close to
2013,9,Writing,AUS,All,280973,554.1,1.9,87.1,82.6,0.6,25,7.7,1.6,5.9,90.7,1.7,,92.4,259538,,14yrs 6mths,9yrs 2mths,15.7,20.8,25,20.3,11,5.5,412.6,489.7,623.9,690.9,U-shaped,553.8,Close to,Close to,Close to,Close to
2014,3,Grammar and Punctuation,AUS,All,295830,426,1.2,89.7,93.6,0.2,,,2,2.3,93.1,2.7,,95,281164,,8yrs 7mths,3yrs 4mths,4.4,7.5,14.6,21.6,22.5,27.4,274.6,352.9,500.5,571,Dome shaped,430.7,Close to,Below,Above,Close to
2014,3,Numeracy,AUS,All,295830,401.8,1,73,94.6,0.2,,,1.9,2.8,92.7,2.5,,94.6,280001,,8yrs 7mths,3yrs 4mths,3.4,10,21.2,27.2,21.6,14.6,282.2,340.5,463,522.8,Flat,399.9,Close to,Close to,Close to,Close to
2014,3,Reading,AUS,All,295830,418.3,1.1,86.2,93.5,0.2,,,2,2.4,92.9,2.7,,94.9,280711,,8yrs 7mths,3yrs 4mths,4.5,8.6,16.2,22.5,21.7,24.5,273.6,346.1,492.2,556.2,Increasing,421.5,Close to,Below,Above,Close to
2014,3,Spelling,AUS,All,295830,411.8,1.1,85.3,92.7,0.2,,,2,2.3,93.1,2.7,,95,281164,,8yrs 7mths,3yrs 4mths,5.3,9.5,16.2,23.2,22.6,21.1,266.6,340,482.3,549.4,Increasing,410.9,Close to,Close to,Close to,Close to
2014,3,Writing,AUS,All,295830,402.2,1,71.4,93.8,0.2,,,2,2.6,92.7,2.7,,94.7,280240,,8yrs 7mths,3yrs 4mths,4.2,7,17.9,29.8,27.7,11.4,277.7,352.3,460.1,500.1,Flat,414.2,Close to,Close to,Below,Close to
2014,5,Grammar and Punctuation,AUS,All,282584,503.8,1.1,80.6,92.8,0.2,79.9,9.8,2,2.3,93.7,2,,95.7,270428,,10yrs 7mths,5yrs 4mths,5.2,10.9,20.1,25.1,20.2,16.4,371.2,437,571.8,634.7,Flat,499.9,Close to,Below,Close to,Close to
2014,5,Numeracy,AUS,All,282584,487.6,1,69,93.5,0.2,92.1,7.3,2,2.8,93.3,2,,95.2,269099,,10yrs 7mths,5yrs 4mths,4.6,13.5,26.4,27.7,17.1,8.8,376.5,430,545.2,603.9,Increasing,489,Close to,Close to,Close to,Close to
2014,5,Reading,AUS,All,282584,500.6,1,78,92.9,0.2,81,6.5,2,2.3,93.6,2.1,,95.6,270124,,10yrs 7mths,5yrs 4mths,5.1,11.2,21.3,26,19.9,14.6,372.2,435.7,566.4,628.4,Increasing,498.3,Close to,Below,Above,Close to
2014,5,Spelling,AUS,All,282584,497.6,0.9,74.5,92.7,0.2,83.3,5.3,2,2.3,93.7,2,,95.7,270428,,10yrs 7mths,5yrs 4mths,5.3,11.1,20.8,27.2,21.6,12,370.7,436,559.7,614.8,Increasing,494.2,Close to,Close to,Close to,Close to
2014,5,Writing,AUS,All,282584,468.3,0.9,69.7,90.2,0.3,52.5,11.5,2,2.5,93.4,2.1,,95.4,269601,,10yrs 7mths,5yrs 4mths,7.7,13.7,31.1,30,11.9,3.6,351.4,421.3,519.8,572.3,U-shaped,473.6,Close to,Close to,Below,Close to
2014,7,Grammar and Punctuation,AUS,All,259271,543.1,1.6,74.8,93,0.3,52.1,7.3,1.8,3,93.6,1.6,,95.4,247388,,12yrs 7mths,7yrs 4mths,5.2,13.7,23.8,26.2,18.1,11.1,423.7,480,605.9,667.8,Flat,538.1,Close to,Close to,Close to,Close to
2014,7,Numeracy,AUS,All,259271,545.9,1.7,73,95.1,0.2,57.2,5.6,1.8,3.7,93,1.6,,94.7,245629,,12yrs 7mths,7yrs 4mths,3.1,14.2,26.2,26.2,16.8,11.8,437.4,483.5,605.4,676.4,Flat,546.3,Close to,Close to,Close to,Close to
2014,7,Reading,AUS,All,259271,546.1,1.4,69,94.9,0.3,52.5,7.3,1.8,3.3,93.3,1.6,,95.1,246628,,12yrs 7mths,7yrs 4mths,3.3,12.6,25,28.3,18.6,10.4,436.7,487.5,604.2,662.5,Flat,542.5,Close to,Close to,Close to,Close to
2014,7,Spelling,AUS,All,259271,545.1,1.3,73.7,92.4,0.3,50.2,5.2,1.8,3,93.6,1.6,,95.4,247388,,12yrs 7mths,7yrs 4mths,5.8,11.4,22,28.4,20.4,10.2,419.8,485.3,605.8,660.8,Increasing,544.3,Close to,Close to,Close to,Close to
2014,7,Writing,AUS,All,259271,511.6,1.4,75.4,88.5,0.4,34.6,11.5,1.8,3.2,93.4,1.6,,95.2,246804,,12yrs 7mths,7yrs 4mths,9.7,18.9,30.5,23.5,11.3,4.2,390,459.7,570.7,628.2,U-shaped,513.1,Close to,Close to,Below,Close to
2014,9,Grammar and Punctuation,AUS,All,284005,573.5,1.7,71.4,89.6,0.4,27.3,7.5,1.8,5.6,90.3,2.3,,92.1,261507,,14yrs 6mths,9yrs 2mths,8.7,18.1,26.9,24.9,13.9,5.7,457.7,513.6,634.2,691,Flat,573.1,Close to,Close to,Close to,Close to
2014,9,Numeracy,AUS,All,284005,587.8,1.9,70.9,94.1,0.3,49.7,4.7,1.8,6.5,89.4,2.4,,91.1,258775,,14yrs 6mths,9yrs 2mths,4.1,16.6,28.4,25.2,14.8,9.2,482.9,527.8,645.4,714.1,Flat,587.4,Close to,Above,Close to,Close to
2014,9,Reading,AUS,All,284005,580.4,1.5,67.6,92.1,0.4,38.9,5.5,1.8,6,89.9,2.4,,91.7,260353,,14yrs 6mths,9yrs 2mths,6.1,16.6,27.3,26.9,15.5,5.8,471.2,522.9,638,691.5,Flat,579.1,Close to,Close to,Close to,Close to
2014,9,Spelling,AUS,All,284005,582,1.5,74.5,89.8,0.4,38.6,4.7,1.8,5.6,90.3,2.3,,92.1,261507,,14yrs 6mths,9yrs 2mths,8.5,13.9,25.2,27,16.4,7.3,453,522.4,643.7,700,Dome shaped,581.9,Close to,Close to,Close to,Close to
2014,9,Writing,AUS,All,284005,550.3,1.8,85.3,81.8,0.6,32,11.6,1.8,5.8,90.1,2.3,,91.8,260779,,14yrs 6mths,9yrs 2mths,16.5,21.5,25.3,20.2,10.2,4.6,412.5,487.2,618.7,683.3,U-shaped,550.6,Close to,Close to,Close to,Close to
2015,3,Grammar and Punctuation,AUS,All,307549,433.2,1.2,90.9,94.5,0.2,,,1.9,2.3,93.2,2.7,,95,292317,,8yrs 7mths,3yrs 4mths,3.6,7.1,14.2,21,21.8,30.4,283.1,357.8,509.7,583.1,Dome shaped,432.8,Close to,Close to,Above,Above
2015,3,Numeracy,AUS,All,307549,397.8,1,74.3,94.4,0.2,,,1.8,2.8,92.8,2.5,,94.6,291059,,8yrs 7mths,3yrs 4mths,3.7,11.3,22.2,27.3,19.6,13.9,278.8,335.1,459.6,524.1,Flat,400.7,Close to,Close to,Close to,Close to
2015,3,Reading,AUS,All,307549,425.5,1.1,86.8,94.6,0.2,,,1.9,2.4,93,2.7,,94.9,291842,,8yrs 7mths,3yrs 4mths,3.6,7.4,16,22.9,21.3,26.9,283.7,353.9,499.7,568.8,Increasing,423.9,Close to,Close to,Above,Above
2015,3,Spelling,AUS,All,307549,408.8,1.1,84.7,93,0.2,,,1.9,2.3,93.2,2.7,,95,292317,,8yrs 7mths,3yrs 4mths,5.2,9.6,18.2,24,20.9,20.3,267.6,338.9,480,548.2,Increasing,412.4,Close to,Close to,Close to,Close to
2015,3,Writing,AUS,All,307549,416.3,1,67.4,95.5,0.2,,,1.9,2.5,92.9,2.7,,94.8,291517,,8yrs 7mths,3yrs 4mths,2.6,4.8,14.9,29,30.6,16.2,301,367.8,471.2,511,Flat,415.1,Above,Above,Close to,Close to
2015,5,Grammar and Punctuation,AUS,All,286154,503.1,1.2,80.9,92.9,0.2,74.9,10.2,1.9,2.3,93.7,2.1,,95.6,273574,,10yrs 7mths,5yrs 4mths,5.2,11.4,20.6,25,19.7,16.2,372.1,435,571.1,637.7,Flat,500.2,Close to,Close to,Close to,Close to
2015,5,Numeracy,AUS,All,286154,492.5,1,68,95.1,0.2,95.6,8,1.8,2.8,93.3,2.1,,95.1,272125,,10yrs 7mths,5yrs 4mths,3.1,12.7,26.5,28,18.1,9.7,386.4,434.8,548.9,609.2,Increasing,489.9,Close to,Close to,Above,Above
2015,5,Reading,AUS,All,286154,498.5,1.1,78.2,93.3,0.2,79.4,9.5,1.9,2.4,93.6,2.1,,95.5,273197,,10yrs 7mths,5yrs 4mths,4.9,13.2,22.1,24.4,19,14.5,374.7,430.8,565.3,629.8,Increasing,500.1,Close to,Close to,Close to,Close to
2015,5,Spelling,AUS,All,286154,498.1,0.9,72.9,93.5,0.2,87.3,5,1.9,2.3,93.7,2.1,,95.6,273574,,10yrs 7mths,5yrs 4mths,4.7,10.6,22,28.2,21.1,11.5,375.8,438.6,558,614.5,Increasing,495.7,Close to,Close to,Above,Close to
2015,5,Writing,AUS,All,286154,478.1,0.9,66.1,92.3,0.3,62.5,10.7,1.9,2.4,93.5,2.2,,95.4,272884,,10yrs 7mths,5yrs 4mths,5.9,11.7,28.3,33.3,14.9,4.2,366.3,431.8,528.6,577.3,U-shaped,472.2,Close to,Close to,Close to,Close to
2015,7,Grammar and Punctuation,AUS,All,278343,541.3,1.7,76,92.2,0.3,40.7,7.8,1.7,3.2,93.3,1.8,,95,264343,,12yrs 7mths,7yrs 4mths,6.1,13.1,24,26.5,17.9,10.7,418.1,479,603.8,667.2,Flat,538.3,Close to,Close to,Close to,Close to
2015,7,Numeracy,AUS,All,278343,542.5,1.7,68.6,95.9,0.2,56.7,5.8,1.7,4,92.5,1.8,,94.2,262233,,12yrs 7mths,7yrs 4mths,2.4,14.2,28.7,27.2,16,9.8,441.7,484.4,597.8,665.1,Flat,546.8,Close to,Close to,Close to,Close to
2015,7,Reading,AUS,All,278343,546,1.5,67.3,95.4,0.3,43.7,7,1.7,3.6,92.8,1.8,,94.5,263104,,12yrs 7mths,7yrs 4mths,2.9,12.4,26.2,28.4,18.4,10,440.5,488.7,602.9,660.1,Flat,542.7,Close to,Close to,Close to,Close to
2015,7,Spelling,AUS,All,278343,546.7,1.4,71.7,93.1,0.3,52.5,4.3,1.7,3.2,93.3,1.8,,95,264343,,12yrs 7mths,7yrs 4mths,5.2,10.9,21.9,29.5,21,9.8,423.9,489.1,605.1,658.7,Increasing,544.9,Close to,Close to,Close to,Close to
2015,7,Writing,AUS,All,278343,510.6,1.6,76,87.3,0.5,32.7,10.8,1.7,3.4,93,1.8,,94.7,263673,,12yrs 7mths,7yrs 4mths,11,18.1,29.7,23.9,11.7,3.9,383.8,457.1,571.4,626.3,U-shaped,510.8,Close to,Close to,Below,Below
2015,9,Grammar and Punctuation,AUS,All,281602,567.9,1.7,70.4,88.9,0.4,32.8,6.9,1.8,5.7,90.2,2.3,,92,259070,,14yrs 6mths,9yrs 2mths,9.3,19.7,28.8,23.5,12.1,4.8,454.9,509.7,626.6,685.9,Flat,573.2,Close to,Close to,Close to,Close to
2015,9,Numeracy,AUS,All,281602,591.7,1.9,67.8,95.7,0.2,49.6,4.6,1.8,6.6,89.2,2.4,,91,256132,,14yrs 6mths,9yrs 2mths,2.6,14.8,29.7,27.1,15.1,8.9,493.2,534.5,645.6,714,Flat,587.8,Close to,Above,Close to,Above
2015,9,Reading,AUS,All,281602,580.2,1.6,67.5,92.3,0.3,39.6,5.9,1.8,6.2,89.6,2.4,,91.4,257303,,14yrs 6mths,9yrs 2mths,5.9,17.1,27.8,26.3,15.1,6,472.8,522.4,638,692.4,Flat,579.3,Close to,Close to,Close to,Close to
2015,9,Spelling,AUS,All,281602,583.2,1.5,73.5,90.2,0.4,33.9,4,1.8,5.7,90.2,2.3,,92,259070,,14yrs 6mths,9yrs 2mths,8,14.1,25.2,27,16.3,7.6,457.1,523.3,644.1,701.5,Dome shaped,582.1,Close to,Close to,Close to,Close to
2015,9,Writing,AUS,All,281602,546.5,1.9,85.2,80.5,0.7,29.5,10.9,1.8,6,89.9,2.3,,91.7,258200,,14yrs 6mths,9yrs 2mths,17.7,21.5,25.4,20.2,9.5,3.9,403.9,483.8,614.6,677.9,U-shaped,548.3,Close to,Close to,Below,Close to
2016,3,Grammar and Punctuation,AUS,All,314633,435.8,1.2,89.9,95.5,0.2,,,1.8,2.3,93.2,2.7,,95.1,299117,,8yrs 7mths,3yrs 4mths,2.7,6.9,14.8,21.2,21.3,31.2,293,359.9,512.4,585.5,Dome shaped,434.4,Close to,Close to,Above,Above
2016,3,Numeracy,AUS,All,314633,402,1,73.4,95.5,0.2,,,1.8,2.8,92.9,2.5,,94.7,298010,,8yrs 7mths,3yrs 4mths,2.7,10.7,22.4,26.9,20.6,15,287,339.3,463.5,527.2,Flat,401.5,Close to,Close to,Close to,Close to
2016,3,Reading,AUS,All,314633,425.6,1.1,85.6,95.1,0.2,,,1.8,2.3,93.1,2.7,,95,298839,,8yrs 7mths,3yrs 4mths,3.1,8.4,15.8,21.4,22.1,27.3,286,351.5,499.1,564,Increasing,426.3,Close to,Close to,Above,Above
2016,3,Spelling,AUS,All,314633,419.8,1.1,85.8,94,0.2,,,1.8,2.3,93.2,2.7,,95.1,299117,,8yrs 7mths,3yrs 4mths,4.2,8.2,15.7,23.5,22.3,24.1,276.5,349.5,491.3,560.1,Increasing,413.9,Close to,Close to,Above,Close to
2016,3,Writing,AUS,All,314633,420.7,0.8,62,96.3,0.2,,,1.9,2.4,93,2.7,,94.9,298434,,8yrs 7mths,3yrs 4mths,1.8,4.4,12.4,30.7,33.3,15.5,310.9,376.4,470,510.9,Flat,415.9,Close to,Close to,Close to,Close to
2016,5,Grammar and Punctuation,AUS,All,299215,504.9,1.1,78.7,93.7,0.2,78.9,10.2,1.8,2.3,93.7,2.2,,95.5,285623,,10yrs 7mths,5yrs 4mths,4.6,10.4,20.8,26.2,20.4,15.9,376.9,440.4,570.2,635.2,Flat,500.5,Close to,Close to,Close to,Close to
2016,5,Numeracy,AUS,All,299215,493.1,1,70.6,94.3,0.2,91.3,7.5,1.8,2.8,93.2,2.2,,95,284146,,10yrs 7mths,5yrs 4mths,3.9,12.6,25.3,28.1,17.8,10.5,380.8,434.1,551,614,Increasing,490.7,Close to,Close to,Above,Close to
2016,5,Reading,AUS,All,299215,501.5,1,77.1,93,0.2,83.2,6.6,1.8,2.4,93.6,2.3,,95.4,285348,,10yrs 7mths,5yrs 4mths,5.2,10.3,20.7,26.7,21.2,14.1,371.8,438.9,565.6,624.7,Increasing,502,Close to,Close to,Above,Close to
2016,5,Spelling,AUS,All,299215,492.9,0.9,74.1,92.8,0.2,81.1,5.7,1.8,2.3,93.7,2.2,,95.5,285623,,10yrs 7mths,5yrs 4mths,5.5,11.7,23.2,28.1,19,10.8,369.6,433.2,553.4,613.5,Increasing,497.3,Close to,Close to,Close to,Close to
2016,5,Writing,AUS,All,299215,475.6,0.8,63,93.2,0.2,73.4,10,1.8,2.5,93.4,2.3,,95.2,284967,,10yrs 7mths,5yrs 4mths,5,13.1,31.5,31.3,13.3,3.9,373.5,429.5,524.5,575.3,U-shaped,471.5,Close to,Close to,Close to,Close to
2016,7,Grammar and Punctuation,AUS,All,285216,540,1.6,74.5,92.6,0.3,36.2,8.7,1.7,3.2,93.1,2,,94.8,270448,,12yrs 7mths,7yrs 4mths,5.7,14.1,24.8,26.2,17.3,10.3,420.9,477.7,602.1,664.6,Flat,538.5,Close to,Close to,Close to,Close to
2016,7,Numeracy,AUS,All,285216,549.7,1.7,70.4,95.5,0.2,62.1,4.7,1.7,3.8,92.4,2,,94.1,268451,,12yrs 7mths,7yrs 4mths,2.8,12.3,24.3,28.6,18.8,11.5,440.1,489.8,606.9,671.3,Flat,547.4,Close to,Close to,Close to,Close to
2016,7,Reading,AUS,All,285216,540.8,1.5,67.6,94.6,0.3,40.2,7.7,1.7,3.4,92.8,2,,94.5,269537,,12yrs 7mths,7yrs 4mths,3.7,13.5,26.5,28.3,17.7,8.5,433.8,483.9,597.3,653.9,Flat,543,Close to,Close to,Close to,Close to
2016,7,Spelling,AUS,All,285216,542.9,1.4,72.3,93.1,0.3,45.3,4.9,1.7,3.2,93.1,2,,94.8,270448,,12yrs 7mths,7yrs 4mths,5.2,12.3,24.4,28.2,18.1,10.1,424,483.9,602.5,661.9,Increasing,545.4,Close to,Close to,Close to,Close to
2016,7,Writing,AUS,All,285216,515,1.4,70.6,89.7,0.4,46.7,10.1,1.7,3.3,92.9,2,,94.6,269884,,12yrs 7mths,7yrs 4mths,8.6,18.3,30.8,25.1,11.5,4,400.9,463,571.2,626.8,U-shaped,509.7,Close to,Close to,Close to,Close to
2016,9,Grammar and Punctuation,AUS,All,262419,569.3,1.6,66.6,90.5,0.4,26.2,7.6,1.8,5.8,89.9,2.5,,91.7,240696,,14yrs 7mths,9yrs 2mths,7.6,19.5,30.4,24.5,12,4.2,463.5,514.5,624.8,681,Flat,573.3,Close to,Close to,Close to,Close to
2016,9,Numeracy,AUS,All,262419,588.9,1.9,66.8,95.2,0.3,43,4.4,1.8,6.7,88.9,2.6,,90.7,238081,,14yrs 7mths,9yrs 2mths,3,14.5,30.9,27.2,14.3,8.2,490.8,534.3,641.6,708.7,Flat,588.3,Close to,Close to,Close to,Close to
2016,9,Reading,AUS,All,262419,580.8,1.5,65.8,92.8,0.3,34.7,5.5,1.8,6.2,89.4,2.5,,91.2,239338,,14yrs 7mths,9yrs 2mths,5.3,16.1,29,27.2,15.1,5.5,475.5,526,636.3,689.8,Flat,579.4,Close to,Close to,Close to,Close to
2016,9,Spelling,AUS,All,262419,580.3,1.5,72.7,90.4,0.4,35.2,4.5,1.8,5.8,89.9,2.5,,91.7,240696,,14yrs 7mths,9yrs 2mths,7.8,15,26.8,26.8,14.9,6.9,459.5,522,639.4,698.9,Dome shaped,582.2,Close to,Close to,Close to,Close to
2016,9,Writing,AUS,All,262419,549.1,1.7,77,82.9,0.6,37.5,10.2,1.8,6,89.7,2.5,,91.5,240178,,14yrs 7mths,9yrs 2mths,15.2,22.5,27.9,20.3,9.2,3.1,423.4,490.5,611,671.2,U-shaped,546.9,Close to,Close to,Below,Close to
2017,3,Grammar and Punctuation,AUS,All,313766,439.2,1.3,94,94.4,0.2,,,1.9,2.2,93,2.8,,94.9,297880,,8yrs 7mths,3yrs 4mths,3.7,6.8,12.6,19.5,22,33.5,282.5,362.1,516.9,590.4,Dome shaped,435.4,Close to,Close to,Above,Above
2017,3,Numeracy,AUS,All,313766,409.4,1,73.9,95.4,0.2,,,1.9,2.7,92.7,2.7,,94.6,296857,,8yrs 7mths,3yrs 4mths,2.7,8.7,19.7,27.3,22.7,17.1,289.5,347.6,470.9,532.8,Flat,402.3,Close to,Close to,Close to,Close to
2017,3,Reading,AUS,All,313766,431.3,1.2,86.9,94.9,0.2,,,1.9,2.3,92.9,2.8,,94.8,297559,,8yrs 7mths,3yrs 4mths,3.1,6.9,14.2,22.3,23.3,28.3,288.1,360.5,502.8,575.1,Increasing,428.7,Close to,Close to,Above,Above
2017,3,Spelling,AUS,All,313766,416.1,1.1,85.1,93.4,0.2,,,1.9,2.2,93,2.8,,94.9,297880,,8yrs 7mths,3yrs 4mths,4.6,8.5,16.1,23.2,22.8,22.8,272.4,346.1,486.9,551.6,Increasing,415.3,Close to,Close to,Above,Close to
2017,3,Writing,AUS,All,313766,413.6,1,65.7,95.5,0.2,,,1.9,2.4,92.8,2.9,,94.7,297099,,8yrs 7mths,3yrs 4mths,2.5,5,16.1,29.8,30.1,14.5,301.2,365,467.9,506.8,Flat,416.8,Close to,Close to,Close to,Close to
2017,5,Grammar and Punctuation,AUS,All,311369,499.3,1.2,80.9,92.3,0.2,66.1,14.1,1.9,2.2,93.6,2.3,,95.5,297334,,10yrs 7mths,5yrs 4mths,5.9,11.6,21.1,25.1,19.7,14.7,366.6,432.6,566.5,631.8,Flat,500.8,Close to,Close to,Close to,Close to
2017,5,Numeracy,AUS,All,311369,493.8,1,65.5,95.4,0.2,96,6.1,1.8,2.8,93.2,2.2,,95,295777,,10yrs 7mths,5yrs 4mths,2.8,11.8,26,29.7,18.8,9.1,389.5,438.4,548.4,604.7,Increasing,491.5,Close to,Close to,Above,Above
2017,5,Reading,AUS,All,311369,505.7,1.1,77,93.9,0.2,80.2,10.6,1.9,2.3,93.5,2.3,,95.4,296973,,10yrs 7mths,5yrs 4mths,4.2,10.4,20.6,26,21.3,15.7,379.9,441.3,570.2,631.8,Increasing,503.8,Close to,Close to,Above,Above
2017,5,Spelling,AUS,All,311369,500.8,0.9,71.3,93.8,0.2,92,4.7,1.9,2.2,93.6,2.3,,95.5,297334,,10yrs 7mths,5yrs 4mths,4.4,9.7,21.1,28.7,22.5,11.8,378.7,443,560.2,612.7,Increasing,498.8,Close to,Close to,Above,Close to
2017,5,Writing,AUS,All,311369,472.5,0.9,64.4,91.7,0.3,56.2,8.7,1.9,2.4,93.4,2.3,,95.3,296690,,10yrs 7mths,5yrs 4mths,6.4,13,30.7,32.1,12.4,3.4,362.7,426.4,521.2,571.5,U-shaped,471.6,Close to,Close to,Close to,Close to
2017,7,Grammar and Punctuation,AUS,All,288890,541.5,1.7,74.6,92.2,0.4,38.4,10.9,1.8,3.2,93,2,,94.8,273877,,12yrs 7mths,7yrs 4mths,6,12.8,23.5,27.1,18.6,10.2,417.9,480.2,603.6,662.2,Flat,538.7,Close to,Close to,Close to,Close to
2017,7,Numeracy,AUS,All,288890,553.9,1.7,71.1,95.4,0.3,61.4,5.3,1.7,4,92.3,2.1,,94,271530,,12yrs 7mths,7yrs 4mths,2.9,11,23.1,28.2,20.3,12.8,441.3,493.6,612.7,674.2,Flat,547.9,Close to,Close to,Close to,Close to
2017,7,Reading,AUS,All,288890,544.7,1.5,69.4,94,0.3,46.2,10.1,1.8,3.5,92.7,2.1,,94.5,272897,,12yrs 7mths,7yrs 4mths,4.3,11.9,24.3,28.8,19.4,9.6,430.7,487.5,602.8,657.7,Flat,543.2,Close to,Close to,Close to,Close to
2017,7,Spelling,AUS,All,288890,549.5,1.4,73.3,93.1,0.3,51.4,4.9,1.8,3.2,93,2,,94.8,273877,,12yrs 7mths,7yrs 4mths,5.1,10.4,21.4,28.4,21.5,11.4,424.3,490.8,610.2,664.2,Increasing,546,Close to,Close to,Close to,Close to
2017,7,Writing,AUS,All,288890,512.9,1.6,76,87.9,0.5,34.8,8.8,1.8,3.4,92.8,2.1,,94.6,273262,,12yrs 7mths,7yrs 4mths,10.4,18,29.7,23.7,12.1,4.4,385.7,459.2,573.7,630.4,U-shaped,509.9,Close to,Close to,Below,Below
2017,9,Grammar and Punctuation,AUS,All,281235,573.6,1.7,70.7,89.4,0.5,32.3,7.9,2,5.6,89.8,2.6,,91.8,258166,,14yrs 7mths,9yrs 4mths,8.7,16.7,27.3,26.4,14.1,4.9,455.5,515.9,632.5,686.1,Flat,573.4,Close to,Close to,Close to,Close to
2017,9,Numeracy,AUS,All,281235,591.9,1.7,63.5,95.8,0.3,49.4,4.5,2,6.6,88.8,2.7,,90.7,255117,,14yrs 7mths,9yrs 4mths,2.3,13.7,29,29.1,16.3,7.7,495.9,537.8,644.7,702.4,Flat,588.7,Close to,Close to,Close to,Above
2017,9,Reading,AUS,All,281235,580.9,1.5,66,91.7,0.4,34.9,5.5,2,6,89.4,2.7,,91.3,256870,,14yrs 7mths,9yrs 4mths,6.4,14.9,26.4,29.4,16.6,4.4,468.7,525.8,636.9,683.2,Flat,579.6,Close to,Close to,Close to,Close to
2017,9,Spelling,AUS,All,281235,581.4,1.5,72.1,90.5,0.4,34.7,4.2,2,5.6,89.8,2.6,,91.8,258166,,14yrs 7mths,9yrs 4mths,7.5,14.2,26.5,27.6,15.6,6.6,458.8,524.5,640.2,696.6,Dome shaped,582,Close to,Close to,Close to,Close to
2017,9,Writing,AUS,All,281235,552,1.9,86.2,81.6,0.7,41.4,8.9,2,5.8,89.6,2.6,,91.6,257626,,14yrs 7mths,9yrs 4mths,16.4,20.4,24.6,21.2,10.6,4.8,405.8,487.6,621.3,685.1,U-shaped,546.4,Close to,Close to,Close to,Close to
2018,3,Grammar and Punctuation,AUS,All,318731,431.8,1.2,90.4,94.9,0.2,,,1.8,2.3,93,3,,94.8,301499,,8yrs 7mths,3yrs 4mths,3.3,7.7,13.8,20.3,23.6,29.5,283.4,357.4,505,577,Dome shaped,436,Close to,Close to,Above,Above
2018,3,Numeracy,AUS,All,318731,407.7,1,71.6,95.8,0.2,,,1.7,2.8,92.6,2.8,,94.3,300176,,8yrs 7mths,3yrs 4mths,2.4,9.1,19.9,27.6,23.3,15.9,291.1,347,467.7,525.5,Flat,403.1,Close to,Close to,Close to,Close to
2018,3,Reading,AUS,All,318731,433.8,1.1,83.9,95.6,0.2,,,1.8,2.3,92.9,3,,94.7,301378,,8yrs 7mths,3yrs 4mths,2.6,6,13.8,22.7,24,29.2,296.4,366,503.7,569.6,Increasing,431.1,Close to,Close to,Above,Above
